Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Roy Voss,1325,2:58.9,145,145,21.53,3:04.54,0.26,2:58.9,21.53,3:04.54,0.26,9:52.9,134,134,1:38.95,10:20.94,0.28,9:52.9,1:58.79,10:34.97,0.35,C+101,194,194,34.94,25:36.09,,31:05,2:17.38,30:44.56,-0.15,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,13:59.7,104,104,1:16.23,13:53.46,-0.08,13:59.7,1:35.89,14:45.35,0.48,2:29.2,268,268,39.85,1:56.3,-0.83,2:29.2,44.34,1:57.86,-0.71
Chris Cristini,1327,2:56.6,128,128,21.53,3:04.54,0.37,2:56.6,21.53,3:04.54,0.37,11:17.0,229,229,1:38.95,10:20.94,-0.57,11:17,1:58.79,10:34.97,-0.35,C+92,157,157,34.94,25:36.09,,30:36,2:17.38,30:44.56,0.06,2:56.4,208,208,24,2:19.73,-1.53,2:56.4,34.24,2:37.26,-0.56,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+5,256,256,1:16.23,13:53.46,,16:05,1:35.89,14:45.35,-0.83,1:42.1,154,154,39.85,1:56.3,0.36,1:42.1,44.34,1:57.86,0.36
Austin Stack,1327,3:03.5,173,173,21.53,3:04.54,0.05,3:03.5,21.53,3:04.54,0.05,10:37.2,188,188,1:38.95,10:20.94,-0.16,10:37.2,1:58.79,10:34.97,-0.02,C+90,148,148,34.94,25:36.09,,30:30,2:17.38,30:44.56,0.11,3:00.0,216,216,24,2:19.73,-1.68,3:00,34.24,2:37.26,-0.66,257,62,62,18.35,241.5,0.84,257.0,18.35,241.5,0.84,C+7,267,267,1:16.23,13:53.46,,16:07,1:35.89,14:45.35,-0.85,2:36.0,273,273,39.85,1:56.3,-1.0,2:36,44.34,1:57.86,-0.86
Bartosz Wieckowski,1327,3:03.5,173,173,21.53,3:04.54,0.05,3:03.5,21.53,3:04.54,0.05,14:10.1,302,302,1:38.95,10:20.94,-2.32,14:10.1,1:58.79,10:34.97,-1.81,C+93,162,162,34.94,25:36.09,,30:39,2:17.38,30:44.56,0.04,2:48.6,186,186,24,2:19.73,-1.2,2:48.6,34.24,2:37.26,-0.33,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,15:39.3,196,196,1:16.23,13:53.46,-1.39,15:39.3,1:35.89,14:45.35,-0.56,1:49.8,187,187,39.85,1:56.3,0.16,1:49.8,44.34,1:57.86,0.18
CJ Walker,1331,3:15.6,228,228,21.53,3:04.54,-0.51,3:15.6,21.53,3:04.54,-0.51,12:35.4,278,278,1:38.95,10:20.94,-1.36,12:35.4,1:58.79,10:34.97,-1.01,C+73,102,102,34.94,25:36.09,,29:39,2:17.38,30:44.56,0.48,2:55.5,207,207,24,2:19.73,-1.49,2:55.5,34.24,2:37.26,-0.53,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,14:24.4,123,123,1:16.23,13:53.46,-0.41,14:24.4,1:35.89,14:45.35,0.22,1:31.9,100,100,39.85,1:56.3,0.61,1:31.9,44.34,1:57.86,0.59
Anthony Vorachak,1331,3:10.6,205,205,21.53,3:04.54,-0.28,3:10.6,21.53,3:04.54,-0.28,11:56.7,262,262,1:38.95,10:20.94,-0.97,11:56.7,1:58.79,10:34.97,-0.69,C+109,219,219,34.94,25:36.09,,31:45,2:17.38,30:44.56,-0.44,2:37.5,156,156,24,2:19.73,-0.74,2:37.5,34.24,2:37.26,-0.01,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,14:02.5,106,106,1:16.23,13:53.46,-0.12,14:02.5,1:35.89,14:45.35,0.45,1:54.8,200,200,39.85,1:56.3,0.04,1:54.8,44.34,1:57.86,0.07
Will Trujillo,1341,3:10.2,199,199,21.53,3:04.54,-0.26,3:10.2,21.53,3:04.54,-0.26,10:10.9,158,158,1:38.95,10:20.94,0.1,10:10.9,1:58.79,10:34.97,0.2,C+92,157,157,34.94,25:36.09,,30:36,2:17.38,30:44.56,0.06,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,15:44.0,198,198,1:16.23,13:53.46,-1.45,15:44,1:35.89,14:45.35,-0.61,2:06.1,231,231,39.85,1:56.3,-0.25,2:06.1,44.34,1:57.86,-0.19
Joshua Rempel,1343,2:56.0,125,125,21.53,3:04.54,0.4,2:56,21.53,3:04.54,0.4,10:32.6,182,182,1:38.95,10:20.94,-0.12,10:32.6,1:58.79,10:34.97,0.02,C+138,301,301,34.94,25:36.09,,34:10,2:17.38,30:44.56,-1.5,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,260,53,53,18.35,241.5,1.01,260.0,18.35,241.5,1.01,C+0,209,209,1:16.23,13:53.46,,16:00,1:35.89,14:45.35,-0.78,2:11.1,242,242,39.85,1:56.3,-0.37,2:11.1,44.34,1:57.86,-0.3
Casper Gammelmark,1348,3:27.5,269,269,21.53,3:04.54,-1.07,3:27.5,21.53,3:04.54,-1.07,11:40.7,250,250,1:38.95,10:20.94,-0.81,11:40.7,1:58.79,10:34.97,-0.55,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,2:19.0,112,112,24,2:19.73,0.03,2:19,34.24,2:37.26,0.53,246,114,114,18.35,241.5,0.25,246.0,18.35,241.5,0.25,C+9,271,271,1:16.23,13:53.46,,16:09,1:35.89,14:45.35,-0.87,1:59.7,213,213,39.85,1:56.3,-0.09,1:59.7,44.34,1:57.86,-0.04
Simon Mantyla,1348,3:43.0,307,307,21.53,3:04.54,-1.79,3:43,21.53,3:04.54,-1.79,13:03.0,289,289,1:38.95,10:20.94,-1.64,13:03,1:58.79,10:34.97,-1.25,C+93,162,162,34.94,25:36.09,,30:39,2:17.38,30:44.56,0.04,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,13:34.2,86,86,1:16.23,13:53.46,0.25,13:34.2,1:35.89,14:45.35,0.74,1:30.7,93,93,39.85,1:56.3,0.64,1:30.7,44.34,1:57.86,0.61
James Kozlakowski,1349,2:32.5,11,11,21.53,3:04.54,1.49,2:32.5,21.53,3:04.54,1.49,12:59.1,287,287,1:38.95,10:20.94,-1.6,12:59.1,1:58.79,10:34.97,-1.21,C+73,102,102,34.94,25:36.09,,29:39,2:17.38,30:44.56,0.48,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,C+5,256,256,1:16.23,13:53.46,,16:05,1:35.89,14:45.35,-0.83,1:41.0,147,147,39.85,1:56.3,0.38,1:41,44.34,1:57.86,0.38
Kurt Garceau,1355,2:57.8,135,135,21.53,3:04.54,0.31,2:57.8,21.53,3:04.54,0.31,13:39.5,296,296,1:38.95,10:20.94,-2.01,13:39.5,1:58.79,10:34.97,-1.55,C+122,268,268,34.94,25:36.09,,32:50,2:17.38,30:44.56,-0.91,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:22.2,25,25,39.85,1:56.3,0.86,1:22.2,44.34,1:57.86,0.8
David Richman,1355,3:26.6,267,267,21.53,3:04.54,-1.02,3:26.6,21.53,3:04.54,-1.02,10:06.8,153,153,1:38.95,10:20.94,0.14,10:06.8,1:58.79,10:34.97,0.24,C+117,251,251,34.94,25:36.09,,32:25,2:17.38,30:44.56,-0.73,C+8,282,282,24,2:19.73,,3:08,34.24,2:37.26,-0.9,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,12:45.6,44,44,1:16.23,13:53.46,0.89,12:45.6,1:35.89,14:45.35,1.25,1:43.8,163,163,39.85,1:56.3,0.31,1:43.8,44.34,1:57.86,0.32
Brice Collier,1357,2:51.9,101,101,21.53,3:04.54,0.59,2:51.9,21.53,3:04.54,0.59,10:39.8,191,191,1:38.95,10:20.94,-0.19,10:39.8,1:58.79,10:34.97,-0.04,C+119,261,261,34.94,25:36.09,,32:35,2:17.38,30:44.56,-0.8,2:30.4,133,133,24,2:19.73,-0.44,2:30.4,34.24,2:37.26,0.2,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:54.0,199,199,39.85,1:56.3,0.06,1:54,44.34,1:57.86,0.09
Reid Worthington,1364,2:48.5,79,79,21.53,3:04.54,0.74,2:48.5,21.53,3:04.54,0.74,10:26.6,177,177,1:38.95,10:20.94,-0.06,10:26.6,1:58.79,10:34.97,0.07,C+136,299,299,34.94,25:36.09,,34:00,2:17.38,30:44.56,-1.42,C+90,319,319,24,2:19.73,,4:30,34.24,2:37.26,-3.29,267,25,25,18.35,241.5,1.39,267.0,18.35,241.5,1.39,C+55,306,306,1:16.23,13:53.46,,16:55,1:35.89,14:45.35,-1.35,1:42.8,159,159,39.85,1:56.3,0.34,1:42.8,44.34,1:57.86,0.34
Joakim Ro-Poulsen,1369,3:27.6,270,270,21.53,3:04.54,-1.07,3:27.6,21.53,3:04.54,-1.07,9:26.7,103,103,1:38.95,10:20.94,0.55,9:26.7,1:58.79,10:34.97,0.57,C+85,135,135,34.94,25:36.09,,30:15,2:17.38,30:44.56,0.22,2:57.6,210,210,24,2:19.73,-1.58,2:57.6,34.24,2:37.26,-0.59,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,C+2,224,224,1:16.23,13:53.46,,16:02,1:35.89,14:45.35,-0.8,2:11.6,244,244,39.85,1:56.3,-0.38,2:11.6,44.34,1:57.86,-0.31
Orlando Trejo,1375,3:34.4,294,294,21.53,3:04.54,-1.39,3:34.4,21.53,3:04.54,-1.39,12:51.8,285,285,1:38.95,10:20.94,-1.52,12:51.8,1:58.79,10:34.97,-1.15,C+90,148,148,34.94,25:36.09,,30:30,2:17.38,30:44.56,0.11,2:35.5,148,148,24,2:19.73,-0.66,2:35.5,34.24,2:37.26,0.05,232,219,219,18.35,241.5,-0.52,232.0,18.35,241.5,-0.52,14:21.1,121,121,1:16.23,13:53.46,-0.36,14:21.1,1:35.89,14:45.35,0.25,1:43.1,160,160,39.85,1:56.3,0.33,1:43.1,44.34,1:57.86,0.33
Jamie Fry,1379,3:10.5,202,202,21.53,3:04.54,-0.28,3:10.5,21.53,3:04.54,-0.28,9:30.5,109,109,1:38.95,10:20.94,0.51,9:30.5,1:58.79,10:34.97,0.54,C+111,229,229,34.94,25:36.09,,31:55,2:17.38,30:44.56,-0.51,1:59.0,45,45,24,2:19.73,0.86,1:59,34.24,2:37.26,1.12,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,15:49.8,203,203,1:16.23,13:53.46,-1.53,15:49.8,1:35.89,14:45.35,-0.67,3:23.2,298,298,39.85,1:56.3,-2.18,3:23.2,44.34,1:57.86,-1.92
Callum Ward,1380,3:13.7,222,222,21.53,3:04.54,-0.43,3:13.7,21.53,3:04.54,-0.43,11:41.2,251,251,1:38.95,10:20.94,-0.81,11:41.2,1:58.79,10:34.97,-0.56,C+123,272,272,34.94,25:36.09,,32:55,2:17.38,30:44.56,-0.95,2:34.1,145,145,24,2:19.73,-0.6,2:34.1,34.24,2:37.26,0.09,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,14:06.9,110,110,1:16.23,13:53.46,-0.18,14:06.9,1:35.89,14:45.35,0.4,1:53.5,197,197,39.85,1:56.3,0.07,1:53.5,44.34,1:57.86,0.1
ates boran,1386,3:29.0,273,273,21.53,3:04.54,-1.14,3:29,21.53,3:04.54,-1.14,C+5,317,317,1:38.95,10:20.94,,16:05,1:58.79,10:34.97,-2.78,C+115,243,243,34.94,25:36.09,,32:15,2:17.38,30:44.56,-0.66,2:01.6,52,52,24,2:19.73,0.76,2:01.6,34.24,2:37.26,1.04,210,289,289,18.35,241.5,-1.72,210.0,18.35,241.5,-1.72,13:27.1,77,77,1:16.23,13:53.46,0.35,13:27.1,1:35.89,14:45.35,0.82,1:37.2,135,135,39.85,1:56.3,0.48,1:37.2,44.34,1:57.86,0.47
Olivier Martin,1392,2:56.7,129,129,21.53,3:04.54,0.36,2:56.7,21.53,3:04.54,0.36,10:18.6,168,168,1:38.95,10:20.94,0.02,10:18.6,1:58.79,10:34.97,0.14,C+118,255,255,34.94,25:36.09,,32:30,2:17.38,30:44.56,-0.77,C+11,295,295,24,2:19.73,,3:11,34.24,2:37.26,-0.99,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+11,275,275,1:16.23,13:53.46,,16:11,1:35.89,14:45.35,-0.89,1:41.4,149,149,39.85,1:56.3,0.37,1:41.4,44.34,1:57.86,0.37
Kahn May,1393,3:19.9,248,248,21.53,3:04.54,-0.71,3:19.9,21.53,3:04.54,-0.71,9:42.9,124,124,1:38.95,10:20.94,0.38,9:42.9,1:58.79,10:34.97,0.44,C+108,215,215,34.94,25:36.09,,31:40,2:17.38,30:44.56,-0.4,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,250,93,93,18.35,241.5,0.46,250.0,18.35,241.5,0.46,15:10.5,166,166,1:16.23,13:53.46,-1.01,15:10.5,1:35.89,14:45.35,-0.26,3:30.5,304,304,39.85,1:56.3,-2.36,3:30.5,44.34,1:57.86,-2.09
Justin Fallon,1394,2:59.1,149,149,21.53,3:04.54,0.25,2:59.1,21.53,3:04.54,0.25,12:23.5,274,274,1:38.95,10:20.94,-1.24,12:23.5,1:58.79,10:34.97,-0.91,C+93,162,162,34.94,25:36.09,,30:39,2:17.38,30:44.56,0.04,1:59.2,46,46,24,2:19.73,0.86,1:59.2,34.24,2:37.26,1.11,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,15:21.1,180,180,1:16.23,13:53.46,-1.15,15:21.1,1:35.89,14:45.35,-0.37,3:06.7,290,290,39.85,1:56.3,-1.77,3:06.7,44.34,1:57.86,-1.55
Jean-Michel Riendeau,1399,3:31.5,280,280,21.53,3:04.54,-1.25,3:31.5,21.53,3:04.54,-1.25,12:42.6,282,282,1:38.95,10:20.94,-1.43,12:42.6,1:58.79,10:34.97,-1.07,C+95,174,174,34.94,25:36.09,,30:45,2:17.38,30:44.56,-0.0,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,14:48.8,150,150,1:16.23,13:53.46,-0.73,14:48.8,1:35.89,14:45.35,-0.04,1:40.5,145,145,39.85,1:56.3,0.4,1:40.5,44.34,1:57.86,0.39
Luke McGruer,1400,3:40.4,303,303,21.53,3:04.54,-1.67,3:40.4,21.53,3:04.54,-1.67,9:30.4,108,108,1:38.95,10:20.94,0.51,9:30.4,1:58.79,10:34.97,0.54,C+124,277,277,34.94,25:36.09,,33:00,2:17.38,30:44.56,-0.99,2:40.2,159,159,24,2:19.73,-0.85,2:40.2,34.24,2:37.26,-0.09,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,15:55.9,208,208,1:16.23,13:53.46,-1.61,15:55.9,1:35.89,14:45.35,-0.74,1:32.4,106,106,39.85,1:56.3,0.6,1:32.4,44.34,1:57.86,0.57
Patrick O'Connell,1407,3:29.9,277,277,21.53,3:04.54,-1.18,3:29.9,21.53,3:04.54,-1.18,9:21.6,92,92,1:38.95,10:20.94,0.6,9:21.6,1:58.79,10:34.97,0.62,C+117,251,251,34.94,25:36.09,,32:25,2:17.38,30:44.56,-0.73,C+40,308,308,24,2:19.73,,3:40,34.24,2:37.26,-1.83,251,86,86,18.35,241.5,0.52,251.0,18.35,241.5,0.52,15:10.0,165,165,1:16.23,13:53.46,-1.0,15:10,1:35.89,14:45.35,-0.26,2:04.6,228,228,39.85,1:56.3,-0.21,2:04.6,44.34,1:57.86,-0.15
Zack McMillan,1411,3:28.7,272,272,21.53,3:04.54,-1.12,3:28.7,21.53,3:04.54,-1.12,10:14.4,165,165,1:38.95,10:20.94,0.07,10:14.4,1:58.79,10:34.97,0.17,C+138,301,301,34.94,25:36.09,,34:10,2:17.38,30:44.56,-1.5,2:12.3,88,88,24,2:19.73,0.31,2:12.3,34.24,2:37.26,0.73,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,15:35.0,193,193,1:16.23,13:53.46,-1.33,15:35,1:35.89,14:45.35,-0.52,2:03.3,225,225,39.85,1:56.3,-0.18,2:03.3,44.34,1:57.86,-0.12
Fernando Villafaña,1411,3:18.9,244,244,21.53,3:04.54,-0.67,3:18.9,21.53,3:04.54,-0.67,12:44.4,283,283,1:38.95,10:20.94,-1.45,12:44.4,1:58.79,10:34.97,-1.09,C+109,219,219,34.94,25:36.09,,31:45,2:17.38,30:44.56,-0.44,2:17.9,108,108,24,2:19.73,0.08,2:17.9,34.24,2:37.26,0.57,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+7,267,267,1:16.23,13:53.46,,16:07,1:35.89,14:45.35,-0.85,1:31.4,95,95,39.85,1:56.3,0.62,1:31.4,44.34,1:57.86,0.6
Gregory Mountain,1417,2:53.8,113,113,21.53,3:04.54,0.5,2:53.8,21.53,3:04.54,0.5,11:11.0,225,225,1:38.95,10:20.94,-0.51,11:11,1:58.79,10:34.97,-0.3,C+123,272,272,34.94,25:36.09,,32:55,2:17.38,30:44.56,-0.95,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,15:22.4,181,181,1:16.23,13:53.46,-1.17,15:22.4,1:35.89,14:45.35,-0.39,1:33.6,110,110,39.85,1:56.3,0.57,1:33.6,44.34,1:57.86,0.55
Rob Martin,1420,3:19.0,246,246,21.53,3:04.54,-0.67,3:19,21.53,3:04.54,-0.67,10:46.5,198,198,1:38.95,10:20.94,-0.26,10:46.5,1:58.79,10:34.97,-0.1,C+119,261,261,34.94,25:36.09,,32:35,2:17.38,30:44.56,-0.8,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,250,93,93,18.35,241.5,0.46,250.0,18.35,241.5,0.46,C+2,224,224,1:16.23,13:53.46,,16:02,1:35.89,14:45.35,-0.8,1:45.7,175,175,39.85,1:56.3,0.27,1:45.7,44.34,1:57.86,0.27
Ant Haynes,1423,3:17.3,238,238,21.53,3:04.54,-0.59,3:17.3,21.53,3:04.54,-0.59,11:05.7,222,222,1:38.95,10:20.94,-0.45,11:05.7,1:58.79,10:34.97,-0.26,C+78,116,116,34.94,25:36.09,,29:54,2:17.38,30:44.56,0.37,2:27.8,130,130,24,2:19.73,-0.34,2:27.8,34.24,2:37.26,0.28,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:48.1,183,183,39.85,1:56.3,0.21,1:48.1,44.34,1:57.86,0.22
Benjamin Hebert,1425,3:19.4,247,247,21.53,3:04.54,-0.69,3:19.4,21.53,3:04.54,-0.69,12:16.7,271,271,1:38.95,10:20.94,-1.17,12:16.7,1:58.79,10:34.97,-0.86,C+106,207,207,34.94,25:36.09,,31:30,2:17.38,30:44.56,-0.33,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,15:22.8,182,182,1:16.23,13:53.46,-1.17,15:22.8,1:35.89,14:45.35,-0.39,1:29.5,87,87,39.85,1:56.3,0.67,1:29.5,44.34,1:57.86,0.64
Justin Tamane,1430,3:21.6,257,257,21.53,3:04.54,-0.79,3:21.6,21.53,3:04.54,-0.79,C+4,316,316,1:38.95,10:20.94,,16:04,1:58.79,10:34.97,-2.77,C+128,286,286,34.94,25:36.09,,33:20,2:17.38,30:44.56,-1.13,C+5,261,261,24,2:19.73,,3:05,34.24,2:37.26,-0.81,242,140,140,18.35,241.5,0.03,242.0,18.35,241.5,0.03,14:50.3,153,153,1:16.23,13:53.46,-0.75,14:50.3,1:35.89,14:45.35,-0.05,1:21.1,17,17,39.85,1:56.3,0.88,1:21.1,44.34,1:57.86,0.83
Jordan Jiunta,1437,3:26.4,266,266,21.53,3:04.54,-1.02,3:26.4,21.53,3:04.54,-1.02,9:42.0,122,122,1:38.95,10:20.94,0.39,9:42,1:58.79,10:34.97,0.45,C+93,162,162,34.94,25:36.09,,30:39,2:17.38,30:44.56,0.04,2:26.5,128,128,24,2:19.73,-0.28,2:26.5,34.24,2:37.26,0.31,,308,308,,,,,,,,14:57.5,156,156,1:16.23,13:53.46,-0.84,14:57.5,1:35.89,14:45.35,-0.13,3:14.9,295,295,39.85,1:56.3,-1.97,3:14.9,44.34,1:57.86,-1.74
Richard Andrews,1438,3:29.7,276,276,21.53,3:04.54,-1.17,3:29.7,21.53,3:04.54,-1.17,14:27.1,305,305,1:38.95,10:20.94,-2.49,14:27.1,1:58.79,10:34.97,-1.95,C+105,203,203,34.94,25:36.09,,31:25,2:17.38,30:44.56,-0.29,2:40.7,162,162,24,2:19.73,-0.87,2:40.7,34.24,2:37.26,-0.1,250,93,93,18.35,241.5,0.46,250.0,18.35,241.5,0.46,15:07.6,162,162,1:16.23,13:53.46,-0.97,15:07.6,1:35.89,14:45.35,-0.23,2:09.3,237,237,39.85,1:56.3,-0.33,2:09.3,44.34,1:57.86,-0.26
Uriah Aviles,1441,2:47.8,76,76,21.53,3:04.54,0.78,2:47.8,21.53,3:04.54,0.78,12:35.6,280,280,1:38.95,10:20.94,-1.36,12:35.6,1:58.79,10:34.97,-1.02,C+104,199,199,34.94,25:36.09,,31:20,2:17.38,30:44.56,-0.26,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,C+57,308,308,1:16.23,13:53.46,,16:57,1:35.89,14:45.35,-1.37,1:36.4,129,129,39.85,1:56.3,0.5,1:36.4,44.34,1:57.86,0.48
Stephen Wallace,1441,3:25.1,263,263,21.53,3:04.54,-0.95,3:25.1,21.53,3:04.54,-0.95,13:14.6,292,292,1:38.95,10:20.94,-1.76,13:14.6,1:58.79,10:34.97,-1.34,C+190,312,312,34.94,25:36.09,,35:40,2:17.38,30:44.56,-2.15,C+20,302,302,24,2:19.73,,3:20,34.24,2:37.26,-1.25,275,8,8,18.35,241.5,1.83,275.0,18.35,241.5,1.83,15:41.0,197,197,1:16.23,13:53.46,-1.41,15:41,1:35.89,14:45.35,-0.58,1:26.0,67,67,39.85,1:56.3,0.76,1:26,44.34,1:57.86,0.72
Jason Cain,1454,3:01.9,167,167,21.53,3:04.54,0.12,3:01.9,21.53,3:04.54,0.12,11:24.4,235,235,1:38.95,10:20.94,-0.64,11:24.4,1:58.79,10:34.97,-0.42,C+133,295,295,34.94,25:36.09,,33:45,2:17.38,30:44.56,-1.31,2:50.7,190,190,24,2:19.73,-1.29,2:50.7,34.24,2:37.26,-0.39,230,224,224,18.35,241.5,-0.63,230.0,18.35,241.5,-0.63,13:54.9,101,101,1:16.23,13:53.46,-0.02,13:54.9,1:35.89,14:45.35,0.53,2:11.1,242,242,39.85,1:56.3,-0.37,2:11.1,44.34,1:57.86,-0.3
Cole Marshburn,1460,3:12.4,215,215,21.53,3:04.54,-0.37,3:12.4,21.53,3:04.54,-0.37,11:04.6,220,220,1:38.95,10:20.94,-0.44,11:04.6,1:58.79,10:34.97,-0.25,C+317,318,318,34.94,25:36.09,,37:36.5,2:17.38,30:44.56,-3.0,2:23.2,118,118,24,2:19.73,-0.14,2:23.2,34.24,2:37.26,0.41,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,15:19.3,177,177,1:16.23,13:53.46,-1.13,15:19.3,1:35.89,14:45.35,-0.35,2:05.3,229,229,39.85,1:56.3,-0.23,2:05.3,44.34,1:57.86,-0.17
Stephano Tsaganis,1462,2:52.0,103,103,21.53,3:04.54,0.58,2:52,21.53,3:04.54,0.58,12:28.7,275,275,1:38.95,10:20.94,-1.29,12:28.7,1:58.79,10:34.97,-0.96,C+116,248,248,34.94,25:36.09,,32:20,2:17.38,30:44.56,-0.69,2:47.0,183,183,24,2:19.73,-1.14,2:47,34.24,2:37.26,-0.28,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+2,224,224,1:16.23,13:53.46,,16:02,1:35.89,14:45.35,-0.8,1:48.1,183,183,39.85,1:56.3,0.21,1:48.1,44.34,1:57.86,0.22
Pete Barner,1463,3:37.5,299,299,21.53,3:04.54,-1.53,3:37.5,21.53,3:04.54,-1.53,13:46.1,297,297,1:38.95,10:20.94,-2.07,13:46.1,1:58.79,10:34.97,-1.61,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,14:28.0,127,127,1:16.23,13:53.46,-0.45,14:28,1:35.89,14:45.35,0.18,1:52.3,195,195,39.85,1:56.3,0.1,1:52.3,44.34,1:57.86,0.13
Dan Goldberg,1466,2:52.9,109,109,21.53,3:04.54,0.54,2:52.9,21.53,3:04.54,0.54,12:35.4,278,278,1:38.95,10:20.94,-1.36,12:35.4,1:58.79,10:34.97,-1.01,C+75,106,106,34.94,25:36.09,,29:45,2:17.38,30:44.56,0.43,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+25,287,287,1:16.23,13:53.46,,16:25,1:35.89,14:45.35,-1.04,3:06.7,290,290,39.85,1:56.3,-1.77,3:06.7,44.34,1:57.86,-1.55
