Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Francesca Emanuele,1308,4:11.3,294,294,31.21,3:22.71,-1.56,4:11.3,31.21,3:22.71,-1.56,14:02.4,205,205,1:50.4,12:33.01,-0.81,14:02.4,2:04.57,12:58.75,-0.51,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,168,61,61,16.06,155.2,0.8,168.0,16.06,155.2,0.8,C+25,122,122,46.45,14:52.56,,16:25,1:11.71,16:43.43,0.26,C+10,288,288,1:06.6,3:21.34,,6:10,1:28.13,3:52.03,-1.57
Rebecca Gowing,1308,3:26.6,187,187,31.21,3:22.71,-0.12,3:26.6,31.21,3:22.71,-0.12,14:25.6,225,225,1:50.4,12:33.01,-1.02,14:25.6,2:04.57,12:58.75,-0.7,C+173,296,296,36.49,25:05.84,,35:27.25,2:28.76,31:44.03,-1.5,C+4,146,146,25.83,2:18.15,,3:04,37.92,2:55.74,-0.22,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+15,92,92,46.45,14:52.56,,16:15,1:11.71,16:43.43,0.4,2:56.7,101,101,1:06.6,3:21.34,0.37,2:56.7,1:28.13,3:52.03,0.63
Kendl Watt,1310,3:11.5,125,125,31.21,3:22.71,0.36,3:11.5,31.21,3:22.71,0.36,11:48.3,99,99,1:50.4,12:33.01,0.4,11:48.3,2:04.57,12:58.75,0.57,C+112,152,152,36.49,25:05.84,,32:00,2:28.76,31:44.03,-0.11,C+17,267,267,25.83,2:18.15,,3:17,37.92,2:55.74,-0.56,140,242,242,16.06,155.2,-0.95,140.0,16.06,155.2,-0.95,C+51,178,178,46.45,14:52.56,,16:51,1:11.71,16:43.43,-0.11,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Rachel Doucet,1315,3:29.9,201,201,31.21,3:22.71,-0.23,3:29.9,31.21,3:22.71,-0.23,14:24.0,224,224,1:50.4,12:33.01,-1.01,14:24,2:04.57,12:58.75,-0.68,C+97,101,101,36.49,25:05.84,,30:51,2:28.76,31:44.03,0.36,C+9,208,208,25.83,2:18.15,,3:09,37.92,2:55.74,-0.35,157,124,124,16.06,155.2,0.11,157.0,16.06,155.2,0.11,C+205,296,296,46.45,14:52.56,,19:25,1:11.71,16:43.43,-2.25,3:49.3,161,161,1:06.6,3:21.34,-0.42,3:49.3,1:28.13,3:52.03,0.03
Vicki Webber,1323,3:26.8,188,188,31.21,3:22.71,-0.13,3:26.8,31.21,3:22.71,-0.13,12:53.6,160,160,1:50.4,12:33.01,-0.19,12:53.6,2:04.57,12:58.75,0.04,C+113,157,157,36.49,25:05.84,,32:05,2:28.76,31:44.03,-0.14,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+106,258,258,46.45,14:52.56,,17:46,1:11.71,16:43.43,-0.87,5:07.7,231,231,1:06.6,3:21.34,-1.6,5:07.7,1:28.13,3:52.03,-0.86
Lauren Gravatt,1327,3:33.1,212,212,31.21,3:22.71,-0.33,3:33.1,31.21,3:22.71,-0.33,10:19.7,34,34,1:50.4,12:33.01,1.21,10:19.7,2:04.57,12:58.75,1.28,C+41,21,21,36.49,25:05.84,,28:03,2:28.76,31:44.03,1.49,C+100,303,303,25.83,2:18.15,,4:40,37.92,2:55.74,-2.75,146,207,207,16.06,155.2,-0.57,146.0,16.06,155.2,-0.57,C+154,277,277,46.45,14:52.56,,18:34,1:11.71,16:43.43,-1.54,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Valerie Calhoun,1328,3:55.1,271,271,31.21,3:22.71,-1.04,3:55.1,31.21,3:22.71,-1.04,15:16.9,256,256,1:50.4,12:33.01,-1.48,15:16.9,2:04.57,12:58.75,-1.11,C+124,209,209,36.49,25:05.84,,33:00,2:28.76,31:44.03,-0.51,2:12.4,47,47,25.83,2:18.15,0.22,2:12.4,37.92,2:55.74,1.14,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+9,73,73,46.45,14:52.56,,16:09,1:11.71,16:43.43,0.48,4:35.1,211,211,1:06.6,3:21.34,-1.11,4:35.1,1:28.13,3:52.03,-0.49
Deanna Fester,1332,3:33.0,211,211,31.21,3:22.71,-0.33,3:33,31.21,3:22.71,-0.33,11:41.3,90,90,1:50.4,12:33.01,0.47,11:41.3,2:04.57,12:58.75,0.62,C+142,274,274,36.49,25:05.84,,34:30,2:28.76,31:44.03,-1.12,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,165,74,74,16.06,155.2,0.61,165.0,16.06,155.2,0.61,C+75,231,231,46.45,14:52.56,,17:15,1:11.71,16:43.43,-0.44,4:20.0,196,196,1:06.6,3:21.34,-0.88,4:20,1:28.13,3:52.03,-0.32
Arielle Armstrong,1332,4:38.9,307,307,31.21,3:22.71,-2.44,4:38.9,31.21,3:22.71,-2.44,15:58.5,275,275,1:50.4,12:33.01,-1.86,15:58.5,2:04.57,12:58.75,-1.44,C+170,295,295,36.49,25:05.84,,35:25,2:28.76,31:44.03,-1.49,2:08.2,43,43,25.83,2:18.15,0.39,2:8.199,37.92,2:55.74,1.25,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+22,112,112,46.45,14:52.56,,16:22,1:11.71,16:43.43,0.3,3:46.3,159,159,1:06.6,3:21.34,-0.37,3:46.3,1:28.13,3:52.03,0.06
Hannah Richards,1338,4:12.9,296,296,31.21,3:22.71,-1.61,4:12.9,31.21,3:22.71,-1.61,14:44.8,236,236,1:50.4,12:33.01,-1.19,14:44.8,2:04.57,12:58.75,-0.85,C+163,293,293,36.49,25:05.84,,35:19.75,2:28.76,31:44.03,-1.45,2:03.2,36,36,25.83,2:18.15,0.58,2:03.2,37.92,2:55.74,1.39,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,15:59.0,46,46,46.45,14:52.56,-1.43,15:59,1:11.71,16:43.43,0.62,5:41.1,240,240,1:06.6,3:21.34,-2.1,5:41.1,1:28.13,3:52.03,-1.24
Natalie Duronio,1340,3:33.2,214,214,31.21,3:22.71,-0.34,3:33.2,31.21,3:22.71,-0.34,12:26.5,141,141,1:50.4,12:33.01,0.06,12:26.5,2:04.57,12:58.75,0.26,C+116,170,170,36.49,25:05.84,,32:20,2:28.76,31:44.03,-0.24,C+19,270,270,25.83,2:18.15,,3:19,37.92,2:55.74,-0.61,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+122,268,268,46.45,14:52.56,,18:02,1:11.71,16:43.43,-1.1,3:29.6,136,136,1:06.6,3:21.34,-0.12,3:29.6,1:28.13,3:52.03,0.25
April Digiannantonio,1349,3:59.2,280,280,31.21,3:22.71,-1.17,3:59.2,31.21,3:22.71,-1.17,13:31.2,182,182,1:50.4,12:33.01,-0.53,13:31.2,2:04.57,12:58.75,-0.26,C+136,264,264,36.49,25:05.84,,34:00,2:28.76,31:44.03,-0.91,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,150,183,183,16.06,155.2,-0.32,150.0,16.06,155.2,-0.32,C+100,242,242,46.45,14:52.56,,17:40,1:11.71,16:43.43,-0.79,2:13.6,44,44,1:06.6,3:21.34,1.02,2:13.6,1:28.13,3:52.03,1.12
Joelene Neville,1356,2:55.7,54,54,31.21,3:22.71,0.87,2:55.7,31.21,3:22.71,0.87,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+132,243,243,36.49,25:05.84,,33:40,2:28.76,31:44.03,-0.78,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,150,183,183,16.06,155.2,-0.32,150.0,16.06,155.2,-0.32,C+85,236,236,46.45,14:52.56,,17:25,1:11.71,16:43.43,-0.58,3:04.5,108,108,1:06.6,3:21.34,0.25,3:04.5,1:28.13,3:52.03,0.54
Cassie Ann Ludwig,1356,3:21.7,168,168,31.21,3:22.71,0.03,3:21.7,31.21,3:22.71,0.03,14:08.9,213,213,1:50.4,12:33.01,-0.87,14:08.9,2:04.57,12:58.75,-0.56,C+118,180,180,36.49,25:05.84,,32:30,2:28.76,31:44.03,-0.31,C+30,284,284,25.83,2:18.15,,3:30,37.92,2:55.74,-0.9,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,C+9,73,73,46.45,14:52.56,,16:09,1:11.71,16:43.43,0.48,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Angela Kyme,1361,4:34.2,304,304,31.21,3:22.71,-2.29,4:34.2,31.21,3:22.71,-2.29,11:30.8,81,81,1:50.4,12:33.01,0.56,11:30.8,2:04.57,12:58.75,0.71,C+124,209,209,36.49,25:05.84,,33:00,2:28.76,31:44.03,-0.51,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,137,256,256,16.06,155.2,-1.13,137.0,16.06,155.2,-1.13,C+11,85,85,46.45,14:52.56,,16:11,1:11.71,16:43.43,0.45,5:14.9,233,233,1:06.6,3:21.34,-1.71,5:14.9,1:28.13,3:52.03,-0.94
Leslie Johnson,1363,3:55.6,272,272,31.21,3:22.71,-1.05,3:55.6,31.21,3:22.71,-1.05,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+131,238,238,36.49,25:05.84,,33:35,2:28.76,31:44.03,-0.75,C+2,127,127,25.83,2:18.15,,3:02,37.92,2:55.74,-0.17,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+21,110,110,46.45,14:52.56,,16:21,1:11.71,16:43.43,0.31,4:06.0,184,184,1:06.6,3:21.34,-0.67,4:06,1:28.13,3:52.03,-0.16
Bridget Brown,1366,3:44.0,246,246,31.21,3:22.71,-0.68,3:44,31.21,3:22.71,-0.68,11:04.2,60,60,1:50.4,12:33.01,0.8,11:04.2,2:04.57,12:58.75,0.92,C+120,188,188,36.49,25:05.84,,32:40,2:28.76,31:44.03,-0.38,C+16,264,264,25.83,2:18.15,,3:16,37.92,2:55.74,-0.53,151,178,178,16.06,155.2,-0.26,151.0,16.06,155.2,-0.26,C+56,204,204,46.45,14:52.56,,16:56,1:11.71,16:43.43,-0.18,5:02.6,226,226,1:06.6,3:21.34,-1.52,5:02.6,1:28.13,3:52.03,-0.8
Jacquie Block-Glass,1368,3:13.7,134,134,31.21,3:22.71,0.29,3:13.7,31.21,3:22.71,0.29,15:30.7,260,260,1:50.4,12:33.01,-1.61,15:30.7,2:04.57,12:58.75,-1.22,C+129,231,231,36.49,25:05.84,,33:25,2:28.76,31:44.03,-0.68,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+51,178,178,46.45,14:52.56,,16:51,1:11.71,16:43.43,-0.11,4:19.0,194,194,1:06.6,3:21.34,-0.87,4:19,1:28.13,3:52.03,-0.31
Nicola Simpson,1370,3:18.8,152,152,31.21,3:22.71,0.13,3:18.8,31.21,3:22.71,0.13,12:37.5,148,148,1:50.4,12:33.01,-0.04,12:37.5,2:04.57,12:58.75,0.17,C+125,218,218,36.49,25:05.84,,33:05,2:28.76,31:44.03,-0.54,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,136,258,258,16.06,155.2,-1.2,136.0,16.06,155.2,-1.2,C+55,201,201,46.45,14:52.56,,16:55,1:11.71,16:43.43,-0.16,4:23.8,200,200,1:06.6,3:21.34,-0.94,4:23.8,1:28.13,3:52.03,-0.36
Jenna Gracey,1374,3:20.2,158,158,31.21,3:22.71,0.08,3:20.2,31.21,3:22.71,0.08,15:17.6,257,257,1:50.4,12:33.01,-1.49,15:17.6,2:04.57,12:58.75,-1.11,C+120,188,188,36.49,25:05.84,,32:40,2:28.76,31:44.03,-0.38,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,140,242,242,16.06,155.2,-0.95,140.0,16.06,155.2,-0.95,C+47,167,167,46.45,14:52.56,,16:47,1:11.71,16:43.43,-0.05,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Janine Walinski,1380,3:34.5,218,218,31.21,3:22.71,-0.38,3:34.5,31.21,3:22.71,-0.38,14:49.6,239,239,1:50.4,12:33.01,-1.24,14:49.6,2:04.57,12:58.75,-0.89,C+122,198,198,36.49,25:05.84,,32:50,2:28.76,31:44.03,-0.44,C+4,146,146,25.83,2:18.15,,3:04,37.92,2:55.74,-0.22,162,92,92,16.06,155.2,0.42,162.0,16.06,155.2,0.42,C+53,187,187,46.45,14:52.56,,16:53,1:11.71,16:43.43,-0.13,C+18,300,300,1:06.6,3:21.34,,6:18,1:28.13,3:52.03,-1.66
Mary Cargill,1381,2:56.6,62,62,31.21,3:22.71,0.84,2:56.6,31.21,3:22.71,0.84,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,C+80,298,298,25.83,2:18.15,,4:20,37.92,2:55.74,-2.22,165,74,74,16.06,155.2,0.61,165.0,16.06,155.2,0.61,C+72,229,229,46.45,14:52.56,,17:12,1:11.71,16:43.43,-0.4,4:45.8,219,219,1:06.6,3:21.34,-1.27,4:45.8,1:28.13,3:52.03,-0.61
Jaci Cale,1388,3:51.5,266,266,31.21,3:22.71,-0.92,3:51.5,31.21,3:22.71,-0.92,13:44.0,193,193,1:50.4,12:33.01,-0.64,13:44,2:04.57,12:58.75,-0.36,C+158,292,292,36.49,25:05.84,,35:16,2:28.76,31:44.03,-1.42,C+6,167,167,25.83,2:18.15,,3:06,37.92,2:55.74,-0.27,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+35,149,149,46.45,14:52.56,,16:35,1:11.71,16:43.43,0.12,4:01.1,180,180,1:06.6,3:21.34,-0.6,4:01.1,1:28.13,3:52.03,-0.1
Pam Anstey,1390,4:11.5,295,295,31.21,3:22.71,-1.56,4:11.5,31.21,3:22.71,-1.56,13:43.8,192,192,1:50.4,12:33.01,-0.64,13:43.8,2:04.57,12:58.75,-0.36,C+80,69,69,36.49,25:05.84,,30:00,2:28.76,31:44.03,0.7,C+4,146,146,25.83,2:18.15,,3:04,37.92,2:55.74,-0.22,130,280,280,16.06,155.2,-1.57,130.0,16.06,155.2,-1.57,C+63,218,218,46.45,14:52.56,,17:03,1:11.71,16:43.43,-0.27,4:12.5,190,190,1:06.6,3:21.34,-0.77,4:12.5,1:28.13,3:52.03,-0.23
Joannie Lebrun,1392,3:13.5,132,132,31.21,3:22.71,0.3,3:13.5,31.21,3:22.71,0.3,13:17.9,174,174,1:50.4,12:33.01,-0.41,13:17.9,2:04.57,12:58.75,-0.15,C+131,238,238,36.49,25:05.84,,33:35,2:28.76,31:44.03,-0.75,C+6,167,167,25.83,2:18.15,,3:06,37.92,2:55.74,-0.27,132,276,276,16.06,155.2,-1.44,132.0,16.06,155.2,-1.44,C+101,245,245,46.45,14:52.56,,17:41,1:11.71,16:43.43,-0.8,3:48.5,160,160,1:06.6,3:21.34,-0.41,3:48.5,1:28.13,3:52.03,0.04
Salem Giampietro,1399,3:01.3,86,86,31.21,3:22.71,0.69,3:01.3,31.21,3:22.71,0.69,11:40.8,88,88,1:50.4,12:33.01,0.47,11:40.8,2:04.57,12:58.75,0.63,C+134,253,253,36.49,25:05.84,,33:50,2:28.76,31:44.03,-0.85,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,127,287,287,16.06,155.2,-1.76,127.0,16.06,155.2,-1.76,C+57,208,208,46.45,14:52.56,,16:57,1:11.71,16:43.43,-0.19,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Becky Pykett,1414,2:56.2,61,61,31.21,3:22.71,0.85,2:56.2,31.21,3:22.71,0.85,15:13.9,255,255,1:50.4,12:33.01,-1.46,15:13.9,2:04.57,12:58.75,-1.08,C+119,185,185,36.49,25:05.84,,32:35,2:28.76,31:44.03,-0.34,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,146,207,207,16.06,155.2,-0.57,146.0,16.06,155.2,-0.57,C+105,253,253,46.45,14:52.56,,17:45,1:11.71,16:43.43,-0.86,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Ashley Smith,1418,3:26.9,189,189,31.21,3:22.71,-0.13,3:26.9,31.21,3:22.71,-0.13,14:38.8,233,233,1:50.4,12:33.01,-1.14,14:38.8,2:04.57,12:58.75,-0.8,C+138,267,267,36.49,25:05.84,,34:10,2:28.76,31:44.03,-0.98,C+13,252,252,25.83,2:18.15,,3:13,37.92,2:55.74,-0.46,161,105,105,16.06,155.2,0.36,161.0,16.06,155.2,0.36,C+18,99,99,46.45,14:52.56,,16:18,1:11.71,16:43.43,0.35,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Rebekah Booth,1419,4:09.0,292,292,31.21,3:22.71,-1.48,4:09,31.21,3:22.71,-1.48,C+6,306,306,1:50.4,12:33.01,,16:06,2:04.57,12:58.75,-1.5,C+186,298,298,36.49,25:05.84,,35:37,2:28.76,31:44.03,-1.57,2:44.4,88,88,25.83,2:18.15,-1.02,2:44.4,37.92,2:55.74,0.3,165,74,74,16.06,155.2,0.61,165.0,16.06,155.2,0.61,C+88,239,239,46.45,14:52.56,,17:28,1:11.71,16:43.43,-0.62,3:18.7,122,122,1:06.6,3:21.34,0.04,3:18.7,1:28.13,3:52.03,0.38
Tatiana Rebane,1423,4:04.4,286,286,31.21,3:22.71,-1.34,4:04.4,31.21,3:22.71,-1.34,15:42.2,266,266,1:50.4,12:33.01,-1.71,15:42.2,2:04.57,12:58.75,-1.31,C+147,284,284,36.49,25:05.84,,34:55,2:28.76,31:44.03,-1.28,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,162,92,92,16.06,155.2,0.42,162.0,16.06,155.2,0.42,C+17,97,97,46.45,14:52.56,,16:17,1:11.71,16:43.43,0.37,3:44.0,156,156,1:06.6,3:21.34,-0.34,3:44,1:28.13,3:52.03,0.09
Brimlea-Jane Smyth,1430,3:00.0,78,78,31.21,3:22.71,0.73,3:00,31.21,3:22.71,0.73,13:01.8,164,164,1:50.4,12:33.01,-0.26,13:01.8,2:04.57,12:58.75,-0.02,C+98,106,106,36.49,25:05.84,,30:54,2:28.76,31:44.03,0.34,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,132,276,276,16.06,155.2,-1.44,132.0,16.06,155.2,-1.44,C+154,277,277,46.45,14:52.56,,18:34,1:11.71,16:43.43,-1.54,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Kirstie Subry,1432,3:50.6,264,264,31.21,3:22.71,-0.89,3:50.6,31.21,3:22.71,-0.89,11:46.6,97,97,1:50.4,12:33.01,0.42,11:46.6,2:04.57,12:58.75,0.58,C+145,282,282,36.49,25:05.84,,34:45,2:28.76,31:44.03,-1.22,C+60,291,291,25.83,2:18.15,,4:00,37.92,2:55.74,-1.69,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+28,135,135,46.45,14:52.56,,16:28,1:11.71,16:43.43,0.22,3:41.9,149,149,1:06.6,3:21.34,-0.31,3:41.9,1:28.13,3:52.03,0.11
Emma Hissey,1439,3:33.1,212,212,31.21,3:22.71,-0.33,3:33.1,31.21,3:22.71,-0.33,13:35.8,185,185,1:50.4,12:33.01,-0.57,13:35.8,2:04.57,12:58.75,-0.3,C+115,167,167,36.49,25:05.84,,32:15,2:28.76,31:44.03,-0.21,C+17,267,267,25.83,2:18.15,,3:17,37.92,2:55.74,-0.56,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+101,245,245,46.45,14:52.56,,17:41,1:11.71,16:43.43,-0.8,4:56.2,222,222,1:06.6,3:21.34,-1.42,4:56.2,1:28.13,3:52.03,-0.73
Sarah Scholl,1456,3:32.0,209,209,31.21,3:22.71,-0.3,3:32,31.21,3:22.71,-0.3,13:29.0,178,178,1:50.4,12:33.01,-0.51,13:29,2:04.57,12:58.75,-0.24,C+108,136,136,36.49,25:05.84,,31:40,2:28.76,31:44.03,0.03,2:57.2,106,106,25.83,2:18.15,-1.51,2:57.2,37.92,2:55.74,-0.04,130,280,280,16.06,155.2,-1.57,130.0,16.06,155.2,-1.57,C+105,253,253,46.45,14:52.56,,17:45,1:11.71,16:43.43,-0.86,C+12,294,294,1:06.6,3:21.34,,6:12,1:28.13,3:52.03,-1.59
Emilia Leppänen,1460,3:41.7,242,242,31.21,3:22.71,-0.61,3:41.7,31.21,3:22.71,-0.61,14:48.9,238,238,1:50.4,12:33.01,-1.23,14:48.9,2:04.57,12:58.75,-0.88,C+116,170,170,36.49,25:05.84,,32:20,2:28.76,31:44.03,-0.24,C+9,208,208,25.83,2:18.15,,3:09,37.92,2:55.74,-0.35,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+70,227,227,46.45,14:52.56,,17:10,1:11.71,16:43.43,-0.37,5:20.1,234,234,1:06.6,3:21.34,-1.78,5:20.1,1:28.13,3:52.03,-1.0
Crystal Sullivan,1464,3:49.8,263,263,31.21,3:22.71,-0.87,3:49.8,31.21,3:22.71,-0.87,14:04.9,208,208,1:50.4,12:33.01,-0.83,14:04.9,2:04.57,12:58.75,-0.53,C+111,145,145,36.49,25:05.84,,31:55,2:28.76,31:44.03,-0.07,C+2,127,127,25.83,2:18.15,,3:02,37.92,2:55.74,-0.17,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,C+157,283,283,46.45,14:52.56,,18:37,1:11.71,16:43.43,-1.58,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Kendall Vincelette,1469,3:51.8,267,267,31.21,3:22.71,-0.93,3:51.8,31.21,3:22.71,-0.93,C+2,286,286,1:50.4,12:33.01,,16:02,2:04.57,12:58.75,-1.47,C+121,194,194,36.49,25:05.84,,32:45,2:28.76,31:44.03,-0.41,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,150,183,183,16.06,155.2,-0.32,150.0,16.06,155.2,-0.32,C+29,138,138,46.45,14:52.56,,16:29,1:11.71,16:43.43,0.2,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Anabelle Ponce,1474,3:44.2,248,248,31.21,3:22.71,-0.69,3:44.2,31.21,3:22.71,-0.69,12:44.6,154,154,1:50.4,12:33.01,-0.1,12:44.6,2:04.57,12:58.75,0.11,C+134,253,253,36.49,25:05.84,,33:50,2:28.76,31:44.03,-0.85,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,138,255,255,16.06,155.2,-1.07,138.0,16.06,155.2,-1.07,C+69,223,223,46.45,14:52.56,,17:09,1:11.71,16:43.43,-0.36,2:56.1,99,99,1:06.6,3:21.34,0.38,2:56.1,1:28.13,3:52.03,0.63
Christine Anastario,1475,3:06.3,107,107,31.21,3:22.71,0.53,3:06.3,31.21,3:22.71,0.53,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+138,267,267,36.49,25:05.84,,34:10,2:28.76,31:44.03,-0.98,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+53,187,187,46.45,14:52.56,,16:53,1:11.71,16:43.43,-0.13,C+6,267,267,1:06.6,3:21.34,,6:06,1:28.13,3:52.03,-1.52
Tylinn Rashan,1477,3:47.4,258,258,31.21,3:22.71,-0.79,3:47.4,31.21,3:22.71,-0.79,14:30.7,227,227,1:50.4,12:33.01,-1.07,14:30.7,2:04.57,12:58.75,-0.74,C+144,281,281,36.49,25:05.84,,34:40,2:28.76,31:44.03,-1.18,2:18.2,54,54,25.83,2:18.15,-0.0,2:18.2,37.92,2:55.74,0.99,,299,299,,,,,,,,C+17,97,97,46.45,14:52.56,,16:17,1:11.71,16:43.43,0.37,C+2,261,261,1:06.6,3:21.34,,6:02,1:28.13,3:52.03,-1.47
Lisa Shiu,1493,4:01.7,283,283,31.21,3:22.71,-1.25,4:01.7,31.21,3:22.71,-1.25,11:20.5,72,72,1:50.4,12:33.01,0.66,11:20.5,2:04.57,12:58.75,0.79,C+133,251,251,36.49,25:05.84,,33:45,2:28.76,31:44.03,-0.81,C+90,301,301,25.83,2:18.15,,4:30,37.92,2:55.74,-2.49,,299,299,,,,,,,,C+48,170,170,46.45,14:52.56,,16:48,1:11.71,16:43.43,-0.06,3:16.6,117,117,1:06.6,3:21.34,0.07,3:16.6,1:28.13,3:52.03,0.4
Amy Alessi,1493,4:29.5,303,303,31.21,3:22.71,-2.14,4:29.5,31.21,3:22.71,-2.14,13:57.2,201,201,1:50.4,12:33.01,-0.76,13:57.2,2:04.57,12:58.75,-0.47,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,2:31.0,74,74,25.83,2:18.15,-0.5,2:31,37.92,2:55.74,0.65,,299,299,,,,,,,,C+45,161,161,46.45,14:52.56,,16:45,1:11.71,16:43.43,-0.02,5:10.9,232,232,1:06.6,3:21.34,-1.65,5:10.9,1:28.13,3:52.03,-0.89
Britney Holmberg,1496,3:38.2,233,233,31.21,3:22.71,-0.5,3:38.2,31.21,3:22.71,-0.5,12:55.2,161,161,1:50.4,12:33.01,-0.2,12:55.2,2:04.57,12:58.75,0.03,C+127,220,220,36.49,25:05.84,,33:15,2:28.76,31:44.03,-0.61,C+10,216,216,25.83,2:18.15,,3:10,37.92,2:55.74,-0.38,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,C+71,228,228,46.45,14:52.56,,17:11,1:11.71,16:43.43,-0.38,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
